"Plot","Year","Date","Subplot","Species","n.flo","Treat.Code"
17,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
17,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
17,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
17,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
17,2016,2016-05-08,"Grass","Clarkia purpurea",1,"W"
17,2016,2016-05-08,"No Grass","Agoseris heterophylla",2,"W"
17,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
17,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
17,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
17,2016,2016-05-20,"No Grass","Clarkia purpurea",4,"W"
17,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
17,2016,2016-04-24,"No Grass","Plantago erecta",2,"W"
17,2016,2016-04-24,"No Grass","Plantago erecta",4,"W"
17,2016,2016-04-24,"No Grass","Plantago erecta",10,"W"
17,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"W"
17,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"W"
17,2016,2016-05-08,"No Grass","Agoseris heterophylla",2,"W"
17,2016,2016-05-08,"Grass","Agoseris heterophylla",1,"W"
17,2016,2016-04-24,"No Grass","Plantago erecta",5,"W"
17,2016,2016-04-24,"No Grass","Plantago erecta",2,"W"
17,2016,2016-04-24,"Grass","Lasthenia californica",2,"W"
17,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
17,2016,2016-06-23,"No Grass","Hemizonia congesta",1,"W"
17,2016,2016-05-08,"No Grass","Agoseris heterophylla",3,"W"
17,2016,2016-06-23,"No Grass","Hemizonia congesta",2,"W"
17,2016,2016-06-23,"No Grass","Hemizonia congesta",2,"W"
17,2016,2016-05-08,"No Grass","Agoseris heterophylla",2,"W"
17,2016,2016-06-23,"Grass","Hemizonia congesta",1,"W"
17,2016,2016-05-08,"No Grass","Agoseris heterophylla",1,"W"
17,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
17,2016,2016-06-23,"Grass","Hemizonia congesta",1,"W"
17,2016,2016-06-23,"Grass","Hemizonia congesta",2,"W"
17,2016,2016-06-23,"Grass","Hemizonia congesta",2,"W"
17,2016,2016-06-23,"Grass","Hemizonia congesta",1,"W"
18,2016,2016-07-27,"No Grass","Hemizonia congesta",13,"C"
18,2016,2016-07-27,"No Grass","Hemizonia congesta",15,"C"
18,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
18,2016,2016-04-24,"No Grass","Plantago erecta",9,"C"
18,2016,2016-07-27,"No Grass","Hemizonia congesta",5,"C"
18,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
18,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"C"
18,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"C"
18,2016,2016-07-27,"Grass","Hemizonia congesta",9,"C"
18,2016,2016-07-27,"No Grass","Hemizonia congesta",19,"C"
18,2016,2016-04-24,"No Grass","Lasthenia californica",3,"C"
18,2016,2016-04-24,"No Grass","Lasthenia californica",3,"C"
18,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"C"
18,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"C"
18,2016,2016-04-24,"No Grass","Plantago erecta",1,"C"
18,2016,2016-04-24,"No Grass","Plantago erecta",3,"C"
18,2016,2016-04-24,"No Grass","Plantago erecta",9,"C"
18,2016,2016-04-24,"No Grass","Lasthenia californica",3,"C"
18,2016,2016-07-27,"Grass","Hemizonia congesta",10,"C"
18,2016,2016-07-27,"Grass","Hemizonia congesta",20,"C"
18,2016,2016-04-24,"Grass","Plantago erecta",2,"C"
18,2016,2016-04-24,"No Grass","Plantago erecta",2,"C"
18,2016,2016-05-20,"Grass","Clarkia purpurea",3,"C"
18,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
18,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
18,2016,2016-05-20,"Grass","Clarkia purpurea",2,"C"
18,2016,2016-04-24,"No Grass","Lasthenia californica",1,"C"
18,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
18,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
18,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
18,2016,2016-07-27,"Grass","Hemizonia congesta",13,"C"
18,2016,2016-07-27,"Grass","Hemizonia congesta",35,"C"
18,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"C"
18,2016,2016-04-24,"Grass","Plantago erecta",2,"C"
18,2016,2016-04-24,"Grass","Plantago erecta",1,"C"
18,2016,2016-07-27,"No Grass","Hemizonia congesta",6,"C"
18,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
18,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
18,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
18,2016,2016-04-24,"Grass","Plantago erecta",1,"C"
18,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
18,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
18,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
18,2016,2016-05-20,"Grass","Clarkia purpurea",1,"C"
18,2016,2016-04-24,"Grass","Plantago erecta",1,"C"
18,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
18,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
18,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
19,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
19,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
19,2016,2016-04-24,"Grass","Lasthenia californica",3,"W"
19,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
19,2016,2016-05-20,"No Grass","Clarkia purpurea",6,"W"
19,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
19,2016,2016-04-24,"Grass","Plantago erecta",8,"W"
19,2016,2016-04-24,"Grass","Plantago erecta",6,"W"
19,2016,2016-04-24,"Grass","Plantago erecta",6,"W"
19,2016,2016-04-24,"Grass","Agoseris heterophylla",7,"W"
19,2016,2016-04-24,"Grass","Plantago erecta",4,"W"
19,2016,2016-05-20,"Grass","Clarkia purpurea",4,"W"
19,2016,2016-05-20,"Grass","Clarkia purpurea",6,"W"
19,2016,2016-04-24,"Grass","Plantago erecta",16,"W"
19,2016,2016-05-20,"No Grass","Clarkia purpurea",7,"W"
19,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
19,2016,2016-05-20,"No Grass","Clarkia purpurea",5,"W"
19,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
19,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
19,2016,2016-09-02,"Grass","Hemizonia congesta",3,"W"
19,2016,2016-09-02,"Grass","Hemizonia congesta",3,"W"
19,2016,2016-09-02,"Grass","Hemizonia congesta",7,"W"
19,2016,2016-09-02,"Grass","Hemizonia congesta",3,"W"
19,2016,2016-09-02,"Grass","Hemizonia congesta",2,"W"
19,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
19,2016,2016-04-24,"No Grass","Agoseris heterophylla",3,"W"
19,2016,2016-04-24,"No Grass","Plantago erecta",5,"W"
19,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"W"
19,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"W"
19,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"W"
19,2016,2016-04-24,"No Grass","Lasthenia californica",3,"W"
19,2016,2016-07-27,"No Grass","Hemizonia congesta",2,"W"
19,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
19,2016,2016-07-27,"No Grass","Hemizonia congesta",3,"W"
19,2016,2016-07-27,"No Grass","Hemizonia congesta",8,"W"
19,2016,2016-04-24,"No Grass","Plantago erecta",33,"W"
19,2016,2016-07-27,"No Grass","Hemizonia congesta",3,"W"
19,2016,2016-05-20,"Grass","Clarkia purpurea",4,"W"
19,2016,2016-05-20,"Grass","Clarkia purpurea",2,"W"
19,2016,2016-04-24,"No Grass","Plantago erecta",25,"W"
19,2016,2016-04-24,"No Grass","Lasthenia californica",2,"W"
19,2016,2016-04-24,"No Grass","Lasthenia californica",3,"W"
19,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
19,2016,2016-05-20,"Grass","Clarkia purpurea",3,"W"
19,2016,2016-04-24,"No Grass","Plantago erecta",5,"W"
19,2016,2016-04-24,"No Grass","Plantago erecta",5,"W"
19,2016,2016-07-27,"No Grass","Hemizonia congesta",4,"W"
19,2016,2016-04-24,"No Grass","Lasthenia californica",3,"W"
23,2016,2016-04-24,"No Grass","Lasthenia californica",3,"W"
23,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
23,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
23,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
23,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"W"
23,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
23,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
23,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
23,2016,2016-07-27,"Grass","Hemizonia congesta",5,"W"
23,2016,2016-04-24,"Grass","Plantago erecta",2,"W"
23,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
23,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"W"
23,2016,2016-04-24,"Grass","Plantago erecta",4,"W"
23,2016,2016-04-24,"Grass","Plantago erecta",4,"W"
23,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
23,2016,2016-04-24,"Grass","Plantago erecta",8,"W"
23,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
23,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
23,2016,2016-07-27,"Grass","Hemizonia congesta",8,"W"
23,2016,2016-07-27,"Grass","Hemizonia congesta",7,"W"
23,2016,2016-05-08,"Grass","Lasthenia californica",1,"W"
23,2016,2016-07-27,"Grass","Hemizonia congesta",6,"W"
23,2016,2016-07-27,"No Grass","Hemizonia congesta",8,"W"
23,2016,2016-04-24,"Grass","Plantago erecta",9,"W"
23,2016,2016-05-20,"Grass","Clarkia purpurea",2,"W"
23,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
23,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
23,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
23,2016,2016-05-08,"No Grass","Plantago erecta",21,"W"
23,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
23,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
23,2016,2016-05-08,"No Grass","Plantago erecta",22,"W"
23,2016,2016-05-08,"No Grass","Plantago erecta",12,"W"
23,2016,2016-07-27,"No Grass","Hemizonia congesta",12,"W"
23,2016,2016-05-08,"Grass","Lasthenia californica",1,"W"
23,2016,2016-07-27,"Grass","Hemizonia congesta",5,"W"
23,2016,2016-07-27,"No Grass","Hemizonia congesta",2,"W"
23,2016,2016-05-08,"No Grass","Plantago erecta",4,"W"
23,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
23,2016,2016-05-08,"Grass","Lasthenia californica",1,"W"
23,2016,2016-05-08,"No Grass","Plantago erecta",13,"W"
23,2016,2016-07-27,"No Grass","Hemizonia congesta",2,"W"
23,2016,2016-05-20,"No Grass","Clarkia purpurea",4,"W"
23,2016,2016-07-27,"No Grass","Hemizonia congesta",6,"W"
23,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
29,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
29,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
29,2016,2016-05-08,"No Grass","Clarkia purpurea",2,"W"
29,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"W"
29,2016,2016-05-08,"No Grass","Clarkia purpurea",1,"W"
29,2016,2016-04-24,"Grass","Plantago erecta",8,"W"
29,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
29,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
29,2016,2016-05-08,"No Grass","Clarkia purpurea",1,"W"
29,2016,2016-04-24,"Grass","Plantago erecta",3,"W"
29,2016,2016-05-08,"No Grass","Clarkia purpurea",1,"W"
29,2016,2016-05-08,"No Grass","Clarkia purpurea",3,"W"
29,2016,2016-04-24,"Grass","Plantago erecta",9,"W"
29,2016,2016-04-24,"No Grass","Plantago erecta",13,"W"
29,2016,2016-04-24,"No Grass","Plantago erecta",29,"W"
29,2016,2016-04-24,"No Grass","Plantago erecta",5,"W"
29,2016,2016-07-27,"No Grass","Hemizonia congesta",12,"W"
29,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
29,2016,2016-07-27,"No Grass","Hemizonia congesta",8,"W"
29,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
29,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
29,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
29,2016,2016-04-24,"No Grass","Plantago erecta",6,"W"
29,2016,2016-04-24,"Grass","Plantago erecta",8,"W"
29,2016,2016-04-24,"Grass","Plantago erecta",5,"W"
29,2016,2016-07-27,"Grass","Hemizonia congesta",6,"W"
29,2016,2016-07-27,"Grass","Hemizonia congesta",10,"W"
29,2016,2016-07-27,"Grass","Hemizonia congesta",4,"W"
29,2016,2016-07-27,"No Grass","Hemizonia congesta",9,"W"
29,2016,2016-04-24,"No Grass","Agoseris heterophylla",2,"W"
29,2016,2016-07-27,"No Grass","Hemizonia congesta",3,"W"
29,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
29,2016,2016-04-24,"No Grass","Plantago erecta",3,"W"
29,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
29,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
29,2016,2016-04-24,"No Grass","Lasthenia californica",1,"W"
29,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
29,2016,2016-07-27,"Grass","Hemizonia congesta",4,"W"
29,2016,2016-07-27,"No Grass","Hemizonia congesta",15,"W"
29,2016,2016-04-24,"No Grass","Agoseris heterophylla",1,"W"
29,2016,2016-07-27,"Grass","Hemizonia congesta",5,"W"
29,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
29,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
29,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
30,2016,2016-05-08,"Grass","Clarkia purpurea",1,"C"
30,2016,2016-04-24,"No Grass","Plantago erecta",13,"C"
30,2016,2016-04-24,"No Grass","Plantago erecta",8,"C"
30,2016,2016-04-24,"No Grass","Plantago erecta",5,"C"
30,2016,2016-05-08,"Grass","Clarkia purpurea",1,"C"
30,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
30,2016,2016-04-24,"No Grass","Plantago erecta",8,"C"
30,2016,2016-04-24,"No Grass","Lasthenia californica",2,"C"
30,2016,2016-05-08,"No Grass","Agoseris heterophylla",4,"C"
30,2016,2016-05-08,"No Grass","Agoseris heterophylla",2,"C"
30,2016,2016-04-24,"Grass","Plantago erecta",6,"C"
30,2016,2016-04-24,"No Grass","Plantago erecta",4,"C"
30,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
30,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
30,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"C"
30,2016,2016-05-08,"Grass","Clarkia purpurea",1,"C"
30,2016,2016-05-08,"Grass","Clarkia purpurea",1,"C"
30,2016,2016-05-08,"Grass","Clarkia purpurea",1,"C"
30,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
30,2016,2016-05-08,"No Grass","Agoseris heterophylla",1,"C"
30,2016,2016-05-08,"No Grass","Agoseris heterophylla",4,"C"
30,2016,2016-05-08,"No Grass","Agoseris heterophylla",3,"C"
30,2016,2016-07-27,"No Grass","Hemizonia congesta",15,"C"
30,2016,2016-07-27,"No Grass","Hemizonia congesta",4,"C"
30,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"C"
30,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
30,2016,2016-04-24,"Grass","Lasthenia californica",1,"C"
30,2016,2016-04-24,"Grass","Plantago erecta",6,"C"
30,2016,2016-07-27,"Grass","Hemizonia congesta",8,"C"
30,2016,2016-04-24,"Grass","Plantago erecta",4,"C"
30,2016,2016-04-24,"Grass","Plantago erecta",7,"C"
30,2016,2016-04-24,"Grass","Plantago erecta",5,"C"
30,2016,2016-07-27,"Grass","Hemizonia congesta",5,"C"
30,2016,2016-07-27,"Grass","Hemizonia congesta",3,"C"
30,2016,2016-07-27,"Grass","Hemizonia congesta",3,"C"
30,2016,2016-07-27,"Grass","Hemizonia congesta",3,"C"
30,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
30,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
30,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"C"
30,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"C"
30,2016,2016-07-27,"No Grass","Hemizonia congesta",6,"C"
30,2016,2016-07-27,"No Grass","Hemizonia congesta",8,"C"
37,2016,2016-07-27,"No Grass","Hemizonia congesta",9,"W"
37,2016,2016-07-27,"No Grass","Hemizonia congesta",11,"W"
37,2016,2016-07-27,"Grass","Hemizonia congesta",2,"W"
37,2016,2016-07-27,"No Grass","Hemizonia congesta",5,"W"
37,2016,2016-05-20,"No Grass","Clarkia purpurea",3,"W"
37,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
37,2016,2016-07-27,"Grass","Hemizonia congesta",5,"W"
37,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
37,2016,2016-05-20,"No Grass","Clarkia purpurea",2,"W"
37,2016,2016-07-27,"Grass","Hemizonia congesta",9,"W"
37,2016,2016-07-27,"Grass","Hemizonia congesta",5,"W"
37,2016,2016-05-20,"No Grass","Clarkia purpurea",1,"W"
37,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
37,2016,2016-07-27,"No Grass","Hemizonia congesta",5,"W"
37,2016,2016-07-27,"Grass","Hemizonia congesta",7,"W"
37,2016,2016-04-24,"No Grass","Plantago erecta",1,"W"
37,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
37,2016,2016-04-24,"No Grass","Plantago erecta",1,"W"
37,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
37,2016,2016-04-24,"Grass","Agoseris heterophylla",2,"W"
37,2016,2016-04-24,"No Grass","Plantago erecta",4,"W"
37,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
37,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
37,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
37,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
37,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
37,2016,2016-05-20,"Grass","Plantago erecta",29,"W"
37,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
37,2016,2016-05-20,"Grass","Plantago erecta",12,"W"
37,2016,2016-05-20,"Grass","Plantago erecta",17,"W"
37,2016,2016-05-20,"No Grass","Agoseris heterophylla",2,"W"
37,2016,2016-04-24,"No Grass","Plantago erecta",3,"W"
37,2016,2016-04-24,"No Grass","Plantago erecta",3,"W"
37,2016,2016-05-20,"No Grass","Agoseris heterophylla",2,"W"
37,2016,2016-05-20,"No Grass","Agoseris heterophylla",2,"W"
37,2016,2016-05-20,"Grass","Plantago erecta",15,"W"
37,2016,2016-05-20,"No Grass","Agoseris heterophylla",1,"W"
37,2016,2016-05-20,"No Grass","Agoseris heterophylla",2,"W"
49,2016,2016-09-02,"Grass","Hemizonia congesta",11,"W"
49,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
49,2016,2016-09-02,"Grass","Hemizonia congesta",11,"W"
49,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
49,2016,2016-05-08,"No Grass","Agoseris heterophylla",3,"W"
49,2016,2016-07-27,"No Grass","Hemizonia congesta",4,"W"
49,2016,2016-07-27,"No Grass","Hemizonia congesta",7,"W"
49,2016,2016-07-27,"No Grass","Hemizonia congesta",3,"W"
49,2016,2016-07-27,"No Grass","Hemizonia congesta",8,"W"
49,2016,2016-09-02,"Grass","Hemizonia congesta",11,"W"
49,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
49,2016,2016-04-24,"Grass","Plantago erecta",4,"W"
49,2016,2016-09-02,"Grass","Hemizonia congesta",32,"W"
49,2016,2016-09-02,"Grass","Hemizonia congesta",27,"W"
49,2016,2016-04-24,"Grass","Plantago erecta",3,"W"
49,2016,2016-05-08,"No Grass","Agoseris heterophylla",1,"W"
49,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
49,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
49,2016,2016-05-20,"Grass","Clarkia purpurea",1,"W"
49,2016,2016-04-24,"Grass","Agoseris heterophylla",1,"W"
49,2016,2016-04-24,"Grass","Lasthenia californica",1,"W"
